"Course_name","Course_content","Course_Prerequisites","Course_Main_themes","Course_Main_Aims","Course_master"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in data Science: Statistic"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Minor in Statistics and data sciences"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Chemistry and Bioindustries"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Agricultural Bioengineering"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Environmental Bioengineering"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Forests and Natural Areas Engineering"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Data Sciences Engineering"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in data Science: Information technology"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Mathematical Engineering"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Mathematics"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.",""
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Biomedical Engineering"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Statistics: Biostatistics"
"Linear models","The course considers different aspects of general linear models (regression models and analysis of variance) :  - selection of covariates  - multicollinearity  - Ridge regression  - model validation  - inference concerning the parameters in the model (confidence intervals/hypothesis tests for regression coefficients, error variance,... prediction intervals,...)  - balanced or non-balanced designs  - fixed, mixed and random effects models  - multivariate linear models   Teaching methods  The course consists of lectures, exercise sessions on computer, and an individual project on computer.","Aims","- Introduction to the general linear model - Multiple univariate regression (selection of variables, model validation, multicollinearity, outlier detection, inference concerning regression coefficients, error variance,...) - Univariate analysis of variance (one or more factors, balanced or non-balanced design, fixed, mixed or random effects model, inference concerning main effects, interactions, error variance,...) - Multivariate regression and multivariate analysis of variance","By the end of this course the student will be familiar with the main linear models that are often encountered in statistics, and, by making use of computer packages, the student will be able to solve real data problems. The course stresses more the methodology, the interpretation, and the mechanisms behind linear models, and less the theoretical and mathematical aspects.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Statistics: General"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in data Science: Statistic"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Economics: General"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Biomedicine"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Mathematical Engineering"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Data Sciences Engineering"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in data Science: Information technology"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Mathematics"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.",""
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Biomedical Engineering"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Statistics: Biostatistics"
"Introduction to Bayesian statistics","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","Aims","- The Bayesian model: basic principles. - The likelihood function and its a priori specification. - One-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, summarizing the a posteriori distribution. - Multi-parameter models: choice of the a priori distribution, derivation of the a posteriori distribution, nuisance parameters. Special cases: the multinomial and the multivariate Gaussian models. - Large sample inference and connections with asymptotic frequentist inference. - Bayesian computation.","By the end of the course, the student will be familiar with the principles and the basic techniques in Bayesian statistics. He or she will be able to use and to put forward the advantages and drawbacks of that paradigm in standard problems.             The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in Statistics: General"
"Nonparametric statistics: smoothings methods",NA,"Aims","Main themes  The topics treated during this course are : 1. Nonparametric estimation of a distribution function 2. Nonparametric estimation of a density function : the kernel method 3. Nonparametric estimation of a regression function : 	- kernel estimation  	- local polynomial estimation  	- spline estimation   The material will essentially be treated from an applied point of view of methodology. The student will study software applications of the proposed methods.","Second course of general education in nonparametric statistics, which mainly focuses on smoothing methods.           The contribution of this Teaching Unit to the development and          command of the skills and learning outcomes of the programme(s) can be          accessed at the end of this sheet, in the section entitled          “Programmes/courses offering this Teaching Unit”.","Master [120] in data Science: Statistic"
